globaleventid	sqldate	monthyear	year	fractiondate	actor1code	actor1name	actor1countrycode	actor1knowngroupcode	actor1ethniccode	actor1religion1code	actor1religion2code	actor1type1code	actor1type2code	actor1type3code	actor2code	actor2name	actor2countrycode	actor2knowngroupcode	actor2ethniccode	actor2religion1code	actor2religion2code	actor2type1code	actor2type2code	actor2type3code	isrootevent	eventcode	eventbasecode	eventrootcode	quadclass	goldsteinscale	nummentions	numsources	numarticles	avgtone	actor1geo_type	actor1geo_fullname	actor1geo_countrycode	actor1geo_adm1code	actor1geo_lat	actor1geo_long	actor1geo_featureid	actor2geo_type	actor2geo_fullname	actor2geo_countrycode	actor2geo_adm1code	actor2geo_lat	actor2geo_long	actor2geo_featureid	actiongeo_type	actiongeo_fullname	actiongeo_countrycode	actiongeo_adm1code	actiongeo_lat	actiongeo_long	actiongeo_featureid	dateadded	sourceurl	record	url	authors	keywords	eventcode_1	eventdesc_1	eventbase	eventbasedesc	eventroot	eventrootdesc
544361259	20160526	201605	2016	2016.4000	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	1	4	-0.9493670886076	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20160526	http://www.annistonstar.com/news/state/consultant-no-explicit-mandate-from-mike-hubbard-to-use-his/article_fef66388-2363-11e6-a50e-a717ca5fea98.html	18	http://www.annistonstar.com/news/state/consultant-no-explicit-mandate-from-mike-hubbard-to-use-his/article_fef66388-2363-11e6-a50e-a717ca5fea98.html	['Tim Lockette', 'Star Staff Writer', 'Tlockette Annistonstar.Com', 'Todd J. Van Emst Opelika-Auburn News Pool Photo', 'Todd J. Van Emst Opelika-Auburn News Pool']	['access', 'explicit', 'specialsafter', 'hubbard', 'online', 'mandate', 'mike', 'website', 'subscription', 'unless', 'automatically', 'printing', 'subscribers', 'consultant', 'company', 'websites', 'renew']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
532840203	20160421	201604	2016	2016.3041											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	10	1	10	3.8265306122449	0							3	Middlebury, Vermont, United States	US	USVT	44.0153	-73.1673	1458435	3	Middlebury, Vermont, United States	US	USVT	44.0153	-73.1673	1458435	20160421	http://www.addisonindependent.com/201604biking-events-planned-middlebury-area					042	Make a visit	042	Make a visit	042	Make a visit
552980622	20160623	201606	2016	2016.4740											JUD	JUDGE						JUD			1	020	020	02	1	3.0	18	3	18	-5.4450975759163	0							3	Mcintosh County, Georgia, United States	US	USGA	31.4836	-81.4165	356886	3	Mcintosh County, Georgia, United States	US	USGA	31.4836	-81.4165	356886	20160623	https://www.washingtonpost.com/national/key-georgia-agencies-not-immune-in-slave-descendant-lawsuit/2016/06/22/1db428a0-38b3-11e6-af02-1df55f0c77ff_story.html					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
553323402	20160623	201606	2016	2016.4740	USA	PITTSBURGH	USA								LAB	WORKER						LAB			0	020	020	02	1	3.0	2	1	2	1.97869101978691	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20160623	http://www.industryweek.com/emerging-technologies/and-smart-city-future-columbus-ohio	20	http://www.industryweek.com/emerging-technologies/and-smart-city-future-columbus-ohio	[]	['using', 'enable', 'try', 'stackpath', 'websiteplease', 'requires', 'security', 'service', 'view', 'support', 'protection']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
544096807	20160526	201605	2016	2016.4000	GOV	PRESIDENT						GOV			JUD	JUDGE						JUD			1	020	020	02	1	3.0	6	1	6	-3.23974082073435	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20160526	http://quadrangleonline.com/2016/05/26/texas-to-sue-obama-administration-over-transgender-directive/	16	http://quadrangleonline.com/2016/05/26/texas-to-sue-obama-administration-over-transgender-directive/	[]	['sale', 'quadrangleonlinecom', 'inquire', 'domain', 'click']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
426011698	20150416	201504	2015	2015.2904	MAR	RABAT	MAR								CVL	SETTLEMENT						CVL			1	046	046	04	1	7.0	2	1	2	-2.74390243902439	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	34.02	-6.83	-43376	4	Tripoli, Tarabulus, Libya	LY	LY61	32.8925	13.18	-3178767	4	Skhirat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	33.8498	-7.04037	-19636	20150416	http://www.kuna.net.kw/ArticleDetails.aspx?id=2436298&language=en					046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
431366240	20150507	201505	2015	2015.3479	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	8	2	8	2.64317180616741	4	Bang Bang, Sichuan, China	CH	CH32	31.515	99.1321	10438013	0							4	Bang Bang, Sichuan, China	CH	CH32	31.515	99.1321	10438013	20150507	http://hub.contactmusic.com/cara-delevingne/news/cara-delevingne-s-11-hour-look_4712708	440	http://hub.contactmusic.com/cara-delevingne/news/cara-delevingne-s-11-hour-look_4712708	[]	['look', 'york', 'cara', 'flower', 'bang', 'wanted', 'delevingnes', 'met', 'event', 'covered', '11hour', 'stella', 'body']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
546562340	20160602	201606	2016	2016.4164	IND	NEW DELHI	IND								USAELIGOV	BILL CLINTON	USA					ELI	GOV		1	051	051	05	1	3.4	6	1	6	2.33236151603498	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20160602	http://www.deccanchronicle.com/lifestyle/health-and-wellbeing/020616/here-s-why-we-need-hiv-vaccine.html	269	http://www.deccanchronicle.com/lifestyle/health-and-wellbeing/020616/here-s-why-we-need-hiv-vaccine.html	[]	['world', 'hiv', 'infections', 'treatment', 'hivaids', 'need', 'india', 'heres', 'total', 'prevention', 'aids', 'vaccine']	051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
436839453	20150527	201505	2015	2015.4027	KNAGOV	QUEEN ELIZABETH II	KNA					GOV			LEG	PARLIAMENT						LEG			1	020	020	02	1	3.0	20	1	20	1.51515151515151	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20150528	http://www.plenglish.com/index.php?option=com_content&task=view&id=3844501&Itemid=1	441	http://www.plenglish.com/index.php?option=com_content&task=view&id=3844501&Itemid=1	[]	['warned', 'presence', 'trinidad', 'previous', 'tobago', 'united', 'strain', 'saint', 'sarscov2', 'transmissible']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
440264058	20150611	201506	2015	2015.4411	GBR	LONDON	GBR																		1	051	051	05	1	3.4	1	1	1	4.8780487804878	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20150611	http://www.hollywoodreporter.com/news/a-view-bridge-starring-mark-801790	234	http://www.hollywoodreporter.com/news/a-view-bridge-starring-mark-801790	['Thr Staff', 'Thrnews Thr.Com']	['broadway', 'sets', 'view', 'dates', 'revival', 'won', 'van', 'production', 'mark', 'london', 'director', 'strong', 'bridge']	051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
425761107	20150416	201504	2015	2015.2904	BUS	COMPANIES						BUS													1	046	046	04	1	7.0	3	1	3	1.50753768844221	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	41.3833	2.18333	-372490	0							4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	41.3833	2.18333	-372490	20150416	http://business.avn.com/company-news/Toni-Ribas-Joins-the-Evil-Empire-594307.html	313	http://business.avn.com/company-news/Toni-Ribas-Joins-the-Evil-Empire-594307.html	[]	['angel', 'joins', 'movies', 'evil', 'empire', 'sex', 'looking', 'good', 'women', 'girls', 'toni', 'ribas', 'best']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
425762007	20150416	201504	2015	2015.2904	IGOEUREEC	EUROPEAN PARLIAMENT	EUR	EEC				IGO			ARM	ARMENIAN	ARM								1	051	051	05	1	3.4	30	5	30	-5.76257257650988	4	Istanbul, Istanbul, Turkey	TU	TU34	41.0186	28.9647	-755070	1	Armenia	AM	AM	40	45	AM	1	Armenia	AM	AM	40	45	AM	20150416	http://www.sltrib.com/home/2405706-155/turkey-blasts-pope-and-eu-over	233	http://www.sltrib.com/home/2405706-155/turkey-blasts-pope-and-eu-over	[]	['salt', 'tribune', 'lake']	051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
442098303	20150618	201506	2015	2015.4603	USA	UNITED STATES	USA								VNM	VIETNAM	VNM								0	020	020	02	1	3.0	4	1	4	-2.00462606013879	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	4	Langly, TuyêQuang, Vietnam, Republic Of	VM	VM68	22.2	105.2	-3719092	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20150618	http://www.masslive.com/news/index.ssf/2015/06/4-year_battle_over_westover_ve.html	442	http://www.masslive.com/news/index.ssf/2015/06/4-year_battle_over_westover_ve.html	['Jeanette Deforge', 'Jdeforge Repub.Com']	['orange', 'exposed', 'affairs', 'veterans', 'vets', 'agent', 'battle', '4year', 'planes', 'department', 'air', 'c123', 'westover', 'benefits', 'eligible']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
425985143	20150416	201504	2015	2015.2904	JUD	LAWYER						JUD			USA	UNITED STATES	USA								0	110	110	11	3	-2.0	4	1	4	-4.75482912332839	4	Borjomi, Samtskhe-Javakhetis Mkhare, Georgia	GG	GG72	41.8527	43.4128	-2326360	2	Georgia, United States	US	USGA	0	0	GA	2	Georgia, United States	US	USGA	0	0	GA	20150416	http://www.georgiatoday.ge/article_details.php?id=13501					110	Disapprove, not specified below	110	Disapprove, not specified below	110	Disapprove, not specified below
443787596	20150625	201506	2015	2015.4795	USA	UNITED STATES	USA								EGYCVL	EGYPT	EGY					CVL			1	110	110	11	3	-2.0	4	1	4	3.23089046493302	3	Bergen County, New Jersey, United States	US	USNJ	40.9334	-74.0496	882271	1	Egypt	EG	EG	27	30	EG	1	Egypt	EG	EG	27	30	EG	20150625	http://jewishlinknj.com/index.php?option=com_content&view=article&id=8684:rabbi-ely-allen-rabbi-mordechai-gershon-to-make-aliyah&catid=151:community-news&Itemid=584	444	http://jewishlinknj.com/index.php?option=com_content&view=article&id=8684:rabbi-ely-allen-rabbi-mordechai-gershon-to-make-aliyah&catid=151:community-news&Itemid=584	['Esther Hirsch', 'Elizabeth Kratz']	['aliyah', 'lev', 'gershon', 'school', 'hatorah', 'yeshivat', 'mordechai', 'ely', 'allen', 'yeshiva', 'rabbi', 'students', 'sephardic']	110	Disapprove, not specified below	110	Disapprove, not specified below	110	Disapprove, not specified below
429598358	20150430	201504	2015	2015.3288	YEM	ADEN	YEM								SYR	SYRIA	SYR								0	190	190	19	4	-10.0	4	1	4	-8.25471698113208	1	Syria	SY	SY	35	38	SY	1	Syria	SY	SY	35	38	SY	1	Syria	SY	SY	35	38	SY	20150430	http://www.thedailyreporteronline.com/news/2015/04/30/search-warrants-accused-ohio-terror-suspect-hid-identity					190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
429673873	20150430	201504	2015	2015.3288	MNCFINMED	NOKIA	FIN					MNC	MED		MNCUSA	MICROSOFT	USA					MNC			1	060	060	06	2	6.0	210	15	204	-0.839246048171142	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20150430	https://nz.news.yahoo.com/technology/a/27468977/nokias-network-profits-drop-raise-concerns-over-alcatel-deal/	439	https://nz.news.yahoo.com/technology/a/27468977/nokias-network-profits-drop-raise-concerns-over-alcatel-deal/	[]	['raise', 'network', 'nokias', 'nokia', 'concerns', 'million', 'terms', 'profit', 'drop', 'deal', 'business', 'alcatel', 'profits', 'shares']	060	Engage in material cooperation, not specified below	060	Engage in material cooperation, not specified below	060	Engage in material cooperation, not specified below
429800217	20150430	201504	2015	2015.3288	REF	REFUGEE						REF			CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	2	1	2	-0.174216027874571	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	20150430	http://stlouisreview.com/article/2015-04-29/creating-happiness	315	http://stlouisreview.com/article/2015-04-29/creating-happiness	[]	['st', 'louis', 'archdiocese']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
431351246	20150507	201505	2015	2015.3479	MED	MEDIA						MED			COP	POLICE						COP			0	046	046	04	1	7.0	4	1	4	-7.72101139865593	3	Kootenai County, Idaho, United States	US	USID	47.7082	-116.626	395661	3	Kootenai County, Idaho, United States	US	USID	47.7082	-116.626	395661	3	Kootenai County, Idaho, United States	US	USID	47.7082	-116.626	395661	20150507	http://www.spokesman.com/stories/2015/may/07/cda-officers-body-camera-captures-shooting/	316	http://www.spokesman.com/stories/2015/may/07/cda-officers-body-camera-captures-shooting/	[]	['officer', 'moores', 'shooting', 'car', 'dalene', 'murder', 'kootenai', 'moore', 'camera', 'coeur', 'renfro', 'investigators', 'officers', 'body', 'aftermath', 'court', 'captures', 'gun']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
457379684	20150813	201508	2015	2015.6110	COP	POLICE						COP			ZWE	ZIMBABWE	ZWE								1	020	020	02	1	3.0	4	1	4	-5.10638297872341	4	Ndawana, Manicaland, Zimbabwe	ZI	ZI01	-19.1458	31.554	10774490	4	Ndawana, Manicaland, Zimbabwe	ZI	ZI01	-19.1458	31.554	10774490	4	Ndawana, Manicaland, Zimbabwe	ZI	ZI01	-19.1458	31.554	10774490	20150813	http://www.chronicle.co.zw/army-defuses-arms-of-war-in-lupane/	445	http://www.chronicle.co.zw/army-defuses-arms-of-war-in-lupane/	[]	['army', 'chief', 'district', 'discovered', 'defuses', 'grenades', 'come', 'arms', 'lupane', 'officer', 'war', 'rockets']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
433122253	20150514	201505	2015	2015.3671	USA	LAS VEGAS	USA								GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	6	1	6	0.27548209366391	3	Yucca Mountain, Nevada, United States	US	USNV	36.9413	-116.455	863092	3	Yucca Mountain, Nevada, United States	US	USNV	36.9413	-116.455	863092	3	Yucca Mountain, Nevada, United States	US	USNV	36.9413	-116.455	863092	20150514	http://www.news3lv.com/content/news/story/Carson-GOP-presidential-candidate-wants-Yucca/sPx6q0IGtE297ote2yf8Vg.cspx					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
461430920	20150827	201508	2015	2015.6493	LAB	WORKER						LAB													1	020	020	02	1	3.0	1	1	1	-1.3262599469496	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20150827	http://time.com/4012926/gap-on-call-scheduling/	446	http://time.com/4012926/gap-on-call-scheduling/	['Claire Zillman']	['employees', 'schedule', 'sign', 'workers', 'scheduling', 'gap', 'retailer', 'oncall', 'store', 'end', 'latest', 'retail']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
461454193	20150827	201508	2015	2015.6493	UAF	GUNMAN						UAF													1	190	190	19	4	-10.0	4	1	4	-6.69710806697108	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20150827	http://manilastandardtoday.com/2015/08/27/journalists-shot-dead-on-live-tv/					190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
461552688	20150827	201508	2015	2015.6493	USA	UNITED STATES	USA								CHE	SWITZERLAND	CHE								0	042	042	04	1	1.9	2	1	2	6.91823899371069	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	1	Switzerland	SZ	SZ	47	8	SZ	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20150827	http://patch.com/connecticut/newlondon/southeastern-connecticut-score-welcomes-two-new-talents-kicks-fall-membership-drive	318	http://patch.com/connecticut/newlondon/southeastern-connecticut-score-welcomes-two-new-talents-kicks-fall-membership-drive	[]	['drive', 'business', 'project', 'talents', 'recently', 'score', 'senior', 'welcomes', 'ct', 'southeastern', 'management', 'practice', 'university', 'membership', 'connecticut', 'fall', 'kicks', 'washington']	042	Make a visit	042	Make a visit	042	Make a visit
463399856	20150903	201509	2015	2015.6658	USA	THE US	USA								GOV	PREMIER						GOV			0	190	190	19	4	-10.0	14	5	14	1.45229710965934	5	Shaanxi, Shaanxi, China	CH	CH26	36	109	-1924159	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	5	Shaanxi, Shaanxi, China	CH	CH26	36	109	-1924159	20150903	http://www.theaustralian.com.au/business/latest/china-to-slim-down-military/story-e6frg90f-1227511596952?nk=c0ff62cf0f00be2fc780dfccd7163c1a-1441273672					190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
438333935	20150604	201506	2015	2015.4219	USA	UNITED STATES	USA								MED	BLOG						MED			1	042	042	04	1	1.9	2	1	2	4.54545454545454	2	Idaho, United States	US	USID	44.2394	-114.51	ID	2	Idaho, United States	US	USID	44.2394	-114.51	ID	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20150604	http://blog.diynetwork.com/blogcabin/2015/06/03/sneak-peek-of-blog-cabin-2015/					042	Make a visit	042	Make a visit	042	Make a visit
465666534	20150910	201509	2015	2015.6849	JUD	SUPREME COURT						JUD			ran	RANA			ran						1	172	172	17	4	-5.0	8	1	8	-1.79211469534051	4	Dhaka, Dhaka, Bangladesh	BG	BG81	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	23.7231	90.4086	-2737683	20150910	http://newsnextbd.com/restriction-again-on-rana-plaza-movie/					172	Impose administrative sanctions, not specified below	172	Impose administrative sanctions, not specified below	172	Impose administrative sanctions, not specified below
467602048	20150917	201509	2015	2015.7041	QATMED	AL JAZEERA	QAT					MED													1	046	046	04	1	7.0	3	1	3	-1.81818181818182	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20150917	http://nhpr.org/post/what-would-oil-exports-mean-us-economy					046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
443760971	20150625	201506	2015	2015.4795	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	1.30111524163569	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	Australia	AS	AS	-27	133	AS	20150625	http://www.lexology.com/library/detail.aspx?g=7b6a830d-82a5-4e5d-b866-a74fe64e57f4	443	http://www.lexology.com/library/detail.aspx?g=7b6a830d-82a5-4e5d-b866-a74fe64e57f4	[]	['investors', 'states', 'investment', 'treatment', 'state', 'protection', 'mechanism', 'tpp', 'dispute', 'isds', 'trade']	110	Disapprove, not specified below	110	Disapprove, not specified below	110	Disapprove, not specified below
472068626	20150901	201509	2015	2015.6603	JUD	APPEALS COURT						JUD			GOV	ADMINISTRATION						GOV			1	051	051	05	1	3.4	240	39	195	2.10354986601703	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20151001	http://www.whig.com/story/30162161/administration-backs-high-court-review-of-contraception-case					051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
